transaction_id,account_id,transaction_type,amount,transaction_date,is_fraud
477,74,Deposit,526.59,2025-09-21 10:35:59,0
478,448,Withdrawal,530.2,2025-08-21 15:20:59,0
479,467,POS Purchase,512.1700000000001,2026-02-12 05:50:59,0
480,435,POS Purchase,69.21,2026-02-24 23:01:59,0
481,435,POS Purchase,151.02,2025-07-13 05:10:59,0
482,243,POS Purchase,1050.75,2025-11-24 00:38:59,0
483,376,Deposit,370.62,2025-07-29 05:09:59,0
484,116,POS Purchase,7.89,2026-03-13 08:44:59,0
485,540,Transfer,17.86,2026-03-05 02:44:59,0
486,625,Deposit,156.87,2025-11-12 02:19:59,0
487,685,Deposit,600.83,2026-06-25 07:13:59,0
488,320,POS Purchase,194.43,2025-08-05 21:13:59,0
489,481,Bill Payment,173.2,2026-03-29 02:15:59,0
490,432,Transfer,28.87,2025-12-06 19:49:59,0
491,612,Transfer,268.35,2026-04-23 18:42:59,0
492,593,Withdrawal,432.64,2026-04-28 12:21:59,0
493,640,Deposit,120.68,2025-12-03 01:44:59,0
494,79,Transfer,374.59,2025-11-15 15:18:59,0
495,264,Deposit,835.39,2025-09-05 05:50:59,0
496,155,Bill Payment,57.97,2026-01-14 15:55:59,0
497,242,Bill Payment,186.23,2025-10-10 03:34:59,0
498,87,Withdrawal,85.62,2026-05-09 15:32:59,0
499,423,Bill Payment,394.58,2025-11-08 08:07:59,0
500,172,Withdrawal,216.45,2026-05-01 10:32:59,0
501,658,Transfer,252.68,2025-09-06 11:49:59,0
502,488,Transfer,400.77,2026-03-10 10:27:59,0
503,240,Bill Payment,127.03,2026-06-24 09:03:59,0
504,149,POS Purchase,617.54,2026-02-16 10:57:59,0
505,460,Bill Payment,191.37,2026-06-21 21:12:59,0
506,43,Deposit,43.98,2026-04-08 07:01:59,0
507,443,POS Purchase,298.6,2026-06-07 19:00:59,0
508,101,Transfer,395.07,2026-06-10 05:04:59,0
509,692,Withdrawal,96.23,2026-06-19 05:28:59,0
510,346,Withdrawal,487.54,2025-12-17 03:39:59,0
511,70,Deposit,592.5,2026-02-04 14:12:59,0
512,457,Transfer,82.05,2025-10-30 09:57:59,0
513,35,Deposit,1027.42,2026-05-22 12:42:59,0
514,673,Withdrawal,38.91,2026-05-12 06:46:59,0
515,123,Deposit,57.42,2026-05-14 15:03:59,0
516,664,POS Purchase,51.9,2025-10-11 14:23:59,0
517,302,Bill Payment,562.05,2026-06-12 13:19:59,0
518,284,Bill Payment,266.54,2026-06-29 08:28:59,0
519,264,Withdrawal,42.25,2025-08-15 19:28:59,0
520,398,Transfer,146.1,2025-08-08 19:31:59,0
521,452,Deposit,239.82,2026-03-17 17:18:59,0
522,661,Bill Payment,22.79,2025-09-02 15:13:59,0
523,224,POS Purchase,536.15,2026-06-03 14:37:59,0
524,266,Deposit,407.9,2025-07-26 12:43:59,0
525,257,Bill Payment,176.9,2025-07-19 01:48:59,0
526,1,Deposit,854.77,2026-06-14 22:56:59,0
527,338,Bill Payment,136.22,2026-04-29 11:11:59,0
528,503,Bill Payment,1036.52,2026-02-17 23:33:59,0
529,72,POS Purchase,276.59,2025-11-01 11:03:59,0
530,494,Deposit,252.74,2026-04-26 04:38:59,0
531,342,Transfer,46.37,2026-01-30 12:19:59,0
532,663,Deposit,535.11,2026-01-13 04:33:59,0
533,83,Bill Payment,140.43,2025-12-05 06:51:59,0
534,41,Bill Payment,45.25,2026-06-12 16:58:59,0
535,110,Transfer,4.17,2026-03-15 13:35:59,0
536,195,Withdrawal,206.11,2025-07-27 16:40:59,0
537,608,Withdrawal,188.38,2026-03-16 22:43:59,0
538,659,Transfer,318.66,2026-03-22 04:32:59,0
539,17,Deposit,553.41,2025-12-29 12:00:59,0
540,44,Bill Payment,21.68,2025-09-07 17:30:59,0
541,536,Bill Payment,329.72,2026-06-22 03:48:59,0
542,239,Deposit,52.88,2025-07-28 09:48:59,0
543,20,Bill Payment,489.29,2026-05-21 11:54:59,0
544,134,Deposit,428.4,2025-10-06 06:42:59,0
545,100,Bill Payment,195.56,2026-05-17 16:32:59,0
546,109,Deposit,310.68,2026-03-21 06:30:59,0
547,65,Withdrawal,95.35,2026-02-12 21:30:59,0
548,695,Bill Payment,160.27,2025-12-22 14:22:59,0
549,141,Transfer,431.98,2025-10-26 12:16:59,0
550,65,Deposit,154.71,2025-11-26 15:27:59,0
551,379,POS Purchase,111.71,2025-10-02 00:54:59,0
552,42,Withdrawal,171.41,2025-08-30 07:18:59,0
553,162,Deposit,441.43,2026-03-15 12:39:59,0
554,92,POS Purchase,103.07,2025-12-02 00:23:59,0
555,488,Withdrawal,48.72,2025-10-22 15:19:59,0
556,462,Bill Payment,312.21,2025-11-08 16:18:59,0
557,611,Withdrawal,438.14,2026-03-22 05:44:59,0
558,309,Transfer,27.52,2026-02-08 11:14:59,0
559,121,POS Purchase,69.57,2025-08-27 06:02:59,0
560,553,POS Purchase,39.28,2025-10-30 01:28:59,0
561,214,Transfer,107.91,2025-08-05 16:46:59,0
562,486,Bill Payment,150.62,2025-10-07 16:21:59,0
563,56,Transfer,346.4,2025-12-01 17:06:59,0
564,632,Bill Payment,264.28,2025-07-31 14:26:59,0
565,551,Withdrawal,243.51,2025-09-27 11:10:59,0
566,73,Withdrawal,109.61,2026-02-22 05:16:59,0
567,204,Transfer,461.42,2025-11-03 13:59:59,0
568,243,Bill Payment,160.33,2025-10-19 23:36:59,0
569,483,POS Purchase,968.06,2026-03-14 12:35:59,0
570,222,POS Purchase,252.38,2026-02-26 16:03:59,0
571,469,Withdrawal,34.74,2026-05-28 21:56:59,0
572,131,Deposit,282.89,2026-06-29 04:42:59,0
573,114,Bill Payment,99.3,2026-02-28 23:49:59,0
574,226,Transfer,290.85,2026-05-14 16:29:59,0
575,627,Withdrawal,19.05,2026-05-01 04:33:59,0
576,422,POS Purchase,49.06,2026-03-16 17:16:59,0
577,474,Transfer,485.03,2025-07-17 10:06:59,0
578,253,Withdrawal,65.43,2025-12-24 00:16:59,0
579,606,Withdrawal,454.56,2026-04-28 11:05:59,0
580,42,Bill Payment,82.87,2026-03-24 12:06:59,0
581,491,Deposit,258.42,2026-02-26 01:54:59,0
582,13,Bill Payment,297.17,2025-10-28 15:01:59,0
583,664,Deposit,180.7,2025-07-18 02:21:59,0
584,471,POS Purchase,92.07,2026-05-03 11:08:59,0
585,142,Bill Payment,60.77,2025-10-11 22:19:59,0
586,649,Deposit,9.44,2026-05-26 13:03:59,0
587,341,POS Purchase,91.58,2025-07-25 20:06:59,0
588,628,POS Purchase,265.72,2026-04-29 17:29:59,0
589,636,Transfer,697.39,2025-08-07 03:37:59,0
590,53,Deposit,513.38,2026-01-21 22:08:59,0
591,375,Transfer,364.18,2025-10-07 07:14:59,0
592,575,Withdrawal,389.32,2025-09-17 20:54:59,0
593,665,Bill Payment,274.39,2026-05-03 08:52:59,0
594,231,Transfer,76.37,2026-01-05 19:11:59,0
595,284,Deposit,595.31,2025-08-10 22:01:59,0
596,514,POS Purchase,278.72,2025-09-10 02:24:59,0
597,546,Transfer,206.5,2026-02-26 06:02:59,0
598,68,Withdrawal,30.41,2026-02-28 12:44:59,0
599,184,Transfer,149.12,2025-08-17 13:49:59,0
600,152,Bill Payment,155.21,2025-09-24 17:12:59,0
601,24,Transfer,500.81,2026-02-08 08:13:59,0
602,486,Transfer,198.77,2026-02-10 01:26:59,0
603,299,Withdrawal,120.67,2025-08-10 11:34:59,0
604,533,Transfer,941.9,2026-02-05 05:00:59,0
605,335,Bill Payment,30.34,2026-05-09 08:23:59,0
606,562,Bill Payment,138.28,2026-02-28 20:15:59,0
607,314,Withdrawal,11.73,2025-11-19 18:09:59,0
608,296,Deposit,337.68,2025-09-22 21:57:59,0
609,171,POS Purchase,626.49,2025-09-30 09:13:59,0
610,180,Withdrawal,83.14,2025-09-29 17:46:59,0
611,325,POS Purchase,489.58,2025-09-12 00:55:59,0
612,211,POS Purchase,87.4,2026-07-06 12:21:59,0
613,353,Withdrawal,605.13,2026-01-16 01:13:59,0
614,547,Transfer,351.57,2025-09-09 11:04:59,0
615,149,Bill Payment,409.57,2025-12-19 14:39:59,0
616,560,POS Purchase,5.54,2025-12-26 07:24:59,0
617,297,POS Purchase,823.93,2026-06-15 15:30:59,0
618,453,Transfer,325.27,2026-06-26 14:25:59,0
619,42,Withdrawal,91.87,2026-06-22 03:46:59,0
620,412,POS Purchase,443.1,2025-10-30 01:01:59,0
621,57,POS Purchase,83.65,2026-06-02 17:16:59,0
622,285,Withdrawal,516.41,2025-07-20 13:13:59,0
623,694,Deposit,30.86,2026-03-28 22:51:59,0
624,618,POS Purchase,305.08,2026-03-27 12:37:59,0
625,408,Withdrawal,195.51,2026-02-12 22:03:59,0
626,292,Transfer,26.38,2026-01-04 20:07:59,0
627,90,Withdrawal,70.23,2026-02-22 10:05:59,0
628,296,Withdrawal,4.12,2026-02-12 10:36:59,0
629,602,POS Purchase,159.14,2025-08-22 14:52:59,0
630,538,Transfer,90.62,2025-08-12 05:27:59,0
631,7,Bill Payment,229.05,2026-06-01 19:05:59,0
632,474,POS Purchase,89.18,2025-09-17 16:50:59,0
633,297,POS Purchase,90.14,2026-03-17 12:31:59,0
634,600,Transfer,340.86,2026-03-19 04:26:59,0
635,28,Deposit,13.34,2025-09-25 18:58:59,0
636,652,Bill Payment,583.99,2025-09-11 07:21:59,0
637,428,Withdrawal,479.08,2026-03-18 09:20:59,0
638,123,Transfer,276.51,2026-03-18 13:17:59,0
639,596,Bill Payment,225.87,2026-04-25 00:34:59,0
640,488,Deposit,558.11,2026-01-17 03:25:59,0
641,266,Withdrawal,52.24,2026-05-02 11:48:59,0
642,139,Transfer,21.57,2025-09-30 11:56:59,0
643,652,Transfer,69.45,2025-08-02 19:57:59,0
644,79,POS Purchase,396.67,2025-10-17 06:50:59,0
645,614,Withdrawal,9.82,2026-04-13 21:34:59,0
646,309,Transfer,219.55,2026-06-25 09:23:59,0
647,548,POS Purchase,1348.47,2026-01-05 14:39:59,0
648,289,Transfer,484.96,2026-03-15 00:00:59,0
649,167,Deposit,185.25,2025-10-28 15:11:59,0
650,193,POS Purchase,17.44,2026-05-20 09:32:59,0
651,545,POS Purchase,446.02,2026-07-03 14:05:59,0
652,79,Deposit,229.44,2025-09-14 11:09:59,0
653,372,Withdrawal,31.52,2026-02-21 06:12:59,0
654,351,Withdrawal,25.64,2026-07-07 19:40:59,0
655,122,Withdrawal,601.95,2025-09-13 08:48:59,0
656,315,Withdrawal,277.56,2025-10-24 14:44:59,0
657,115,Deposit,442.94,2025-07-19 02:27:59,0
658,202,Deposit,528.95,2025-07-26 08:11:59,0
659,481,Deposit,213.03,2025-11-15 11:43:59,0
660,11,Deposit,183.17,2025-09-11 05:52:59,0
661,205,Withdrawal,141.72,2026-06-17 21:40:59,0
662,285,POS Purchase,96.3,2026-01-03 21:49:59,0
663,628,Withdrawal,143.55,2026-03-25 04:43:59,0
664,593,Deposit,372.67,2026-04-05 17:24:59,0
665,289,Withdrawal,231.28,2026-04-10 11:25:59,0
666,220,POS Purchase,558.62,2026-07-07 02:02:59,0
667,190,Bill Payment,147.47,2026-06-18 13:50:59,0
668,389,Bill Payment,234.54,2025-10-27 02:53:59,0
669,322,Deposit,250.45,2026-03-04 14:12:59,0
670,370,Transfer,224.94,2026-04-21 09:41:59,0
671,506,Deposit,304.2,2026-01-22 20:08:59,0
672,320,Bill Payment,68.77,2025-11-02 04:05:59,0
673,439,Withdrawal,180.55,2025-08-14 02:22:59,0
674,14,Bill Payment,28.52,2026-06-18 14:04:59,0
675,675,Deposit,122.33,2025-09-08 15:04:59,0
676,605,Deposit,168.2,2025-10-03 13:02:59,0
677,347,Withdrawal,265.05,2026-05-09 22:46:59,0
678,435,Bill Payment,752.6,2025-11-29 09:28:59,0
679,280,Bill Payment,230.48,2026-01-08 02:21:59,0
680,415,Bill Payment,341.25,2026-03-27 18:48:59,0
681,111,Deposit,177.44,2025-11-15 02:10:59,0
682,138,Deposit,252.35,2025-08-29 09:42:59,0
683,511,Deposit,19.39,2025-10-08 23:17:59,0
684,157,Transfer,74.39,2026-05-24 05:45:59,0
685,677,POS Purchase,113.3,2026-03-19 00:51:59,0
686,510,Bill Payment,160.9,2026-03-24 19:13:59,0
687,554,POS Purchase,12.68,2025-07-18 12:06:59,0
688,122,Bill Payment,38.71,2026-02-24 21:33:59,0
689,471,Deposit,82.02,2025-07-25 16:14:59,0
690,311,Withdrawal,890.75,2026-03-17 23:47:59,0
691,399,Bill Payment,101.62,2025-09-04 05:22:59,0
692,568,POS Purchase,165.46,2026-04-28 02:09:59,0
693,161,POS Purchase,55.57,2025-08-06 22:55:59,0
694,387,POS Purchase,236.9,2026-06-20 22:28:59,0
695,329,Deposit,83.36,2025-07-24 04:41:59,0
696,376,Transfer,58.98,2026-05-03 11:27:59,0
697,350,Bill Payment,182.71,2025-08-28 00:01:59,0
698,422,Transfer,2.38,2025-08-07 07:54:59,0
699,664,Transfer,2.92,2026-05-08 13:37:59,0
700,313,Deposit,62.82,2025-12-28 15:40:59,0
701,39,Bill Payment,10.35,2026-06-11 00:15:59,0
702,432,Transfer,29.58,2025-07-20 09:09:59,0
703,325,Bill Payment,104.45,2026-04-27 22:59:59,0
704,501,Deposit,406.61,2026-06-28 07:52:59,0
705,515,Transfer,213.19,2025-10-03 05:58:59,0
706,447,Withdrawal,180.7,2026-03-21 07:33:59,0
707,78,POS Purchase,87.85,2025-10-26 19:55:59,0
708,588,Bill Payment,672.16,2025-11-02 06:26:59,0
709,593,Deposit,127.47,2026-05-08 20:56:59,0
710,544,Bill Payment,23.78,2026-02-12 17:01:59,0
711,668,Transfer,240.97,2026-03-24 20:06:59,0
712,321,Withdrawal,31.21,2026-02-06 22:55:59,0
713,465,POS Purchase,106.87,2025-10-09 11:19:59,0
714,192,POS Purchase,178.02,2026-03-21 17:21:59,0
715,479,Transfer,519.31,2026-06-01 04:30:59,0
716,445,POS Purchase,171.08,2026-05-25 12:12:59,0
717,474,Withdrawal,303.88,2025-11-09 15:26:59,0
718,308,Bill Payment,1235.0,2026-02-04 21:34:59,0
719,66,Withdrawal,36.24,2026-02-05 19:31:59,0
720,165,Transfer,81.3,2026-06-26 05:54:59,0
721,117,Withdrawal,126.46,2025-10-15 10:54:59,0
722,318,Bill Payment,137.97,2026-03-15 04:06:59,0
723,38,Withdrawal,133.34,2025-09-28 18:47:59,0
724,285,POS Purchase,596.44,2025-10-08 07:33:59,0
725,498,Deposit,313.97,2025-08-06 12:59:59,0
726,66,Bill Payment,235.06,2026-01-12 08:21:59,0
727,407,Withdrawal,93.54,2025-11-06 14:15:59,0
728,124,POS Purchase,435.02,2026-06-15 05:28:59,0
729,258,Bill Payment,776.61,2025-08-24 18:17:59,0
730,321,Transfer,431.37,2026-05-05 10:03:59,0
731,242,Bill Payment,1.3900000000000001,2025-10-28 14:45:59,0
732,282,Bill Payment,253.93,2026-02-03 19:34:59,0
733,503,POS Purchase,14.12,2026-01-17 08:46:59,0
734,434,Bill Payment,75.47,2026-06-23 17:56:59,0
735,149,Transfer,16.34,2026-03-10 09:02:59,0
736,22,POS Purchase,232.46,2025-07-27 10:21:59,0
737,56,Withdrawal,291.06,2025-11-16 04:03:59,0
738,372,Deposit,31.4,2026-04-08 18:33:59,0
739,9,Bill Payment,122.06,2025-11-16 19:44:59,0
740,242,Transfer,153.31,2025-10-24 16:37:59,0
741,325,Bill Payment,116.13,2025-07-26 19:34:59,0
742,504,Bill Payment,33.25,2026-02-05 21:24:59,0
743,103,Withdrawal,136.73,2026-07-01 19:11:59,0
744,431,POS Purchase,348.75,2026-04-16 09:59:59,0
745,29,Deposit,19.41,2026-06-03 06:50:59,0
746,657,Withdrawal,21.89,2025-07-10 22:51:59,0
747,322,POS Purchase,110.54,2025-08-20 13:49:59,0
748,665,Withdrawal,711.65,2026-05-10 08:05:59,0
749,328,Bill Payment,277.09,2026-03-11 09:47:59,0
750,608,Transfer,284.82,2025-11-30 16:44:59,0
751,187,Bill Payment,113.32,2026-01-19 04:53:59,1
752,24,POS Purchase,226.14,2026-06-06 06:19:59,0
753,92,Bill Payment,3.55,2025-10-18 19:23:59,0
754,51,Bill Payment,253.72,2026-05-22 00:17:59,0
755,92,Transfer,612.29,2025-10-05 04:46:59,1
756,539,Bill Payment,238.06,2026-02-27 08:10:59,0
757,209,Withdrawal,518.27,2025-11-22 20:26:59,0
758,134,Bill Payment,322.81,2025-10-23 05:52:59,0
759,290,Withdrawal,33.12,2026-02-08 16:05:59,0
760,30,Transfer,582.86,2025-11-20 18:18:59,0
761,255,Transfer,18.19,2026-05-04 08:20:59,0
762,11,Bill Payment,191.87,2025-09-15 21:23:59,0
763,218,Bill Payment,39.33,2026-07-07 00:26:59,0
764,75,Deposit,3.94,2026-04-20 11:42:59,0
765,241,Bill Payment,138.06,2026-01-07 06:21:59,0
766,613,Deposit,88.4,2025-07-11 19:11:59,0
767,310,Bill Payment,167.38,2026-06-17 21:47:59,0
768,573,Deposit,216.21,2026-05-02 15:55:59,0
769,505,Transfer,12.18,2026-03-05 14:44:59,0
770,544,Bill Payment,33.81,2025-09-19 18:46:59,0
771,131,Bill Payment,205.47,2025-11-30 10:02:59,0
772,290,Transfer,106.08,2026-05-18 19:12:59,0
773,169,Transfer,327.57,2026-03-17 15:14:59,0
774,674,Bill Payment,265.1,2025-08-05 16:48:59,0
775,188,Deposit,468.06,2026-03-06 18:49:59,0
776,447,Deposit,295.81,2026-03-19 12:07:59,0
777,575,Bill Payment,141.5,2026-03-01 01:46:59,0
778,152,Deposit,280.42,2026-01-03 12:52:59,0
779,185,Withdrawal,81.53,2026-03-26 19:15:59,0
780,600,Withdrawal,92.43,2026-05-03 11:12:59,0
781,185,Bill Payment,389.96,2025-08-17 18:28:59,0
782,97,Transfer,148.84,2025-07-22 20:22:59,0
783,125,Bill Payment,401.34,2026-01-17 05:38:59,0
784,332,Withdrawal,433.09,2025-07-23 13:08:59,0
785,676,Bill Payment,488.21,2026-02-27 06:56:59,0
786,6,Transfer,622.13,2025-08-01 07:18:59,0
787,333,POS Purchase,141.96,2025-09-13 17:34:59,0
788,660,Transfer,97.0,2025-12-21 12:26:59,0
789,617,Bill Payment,219.19,2025-08-25 22:55:59,0
790,409,Deposit,116.97,2025-07-19 16:49:59,0
791,413,Transfer,230.74,2026-06-06 06:48:59,0
792,503,Bill Payment,306.69,2025-12-15 08:17:59,0
793,682,Deposit,292.51,2026-01-14 02:51:59,0
794,398,Bill Payment,118.32,2025-11-24 05:17:59,0
795,433,Transfer,46.64,2026-05-19 16:06:59,0
796,96,Deposit,141.76,2026-03-28 21:08:59,0
797,664,Withdrawal,39.46,2026-03-20 03:19:59,0
798,86,Transfer,553.04,2026-03-05 23:44:59,0
799,490,Transfer,107.12,2025-09-23 15:22:59,0
800,255,POS Purchase,42.94,2026-02-12 20:15:59,0
801,79,Deposit,7.44,2026-03-28 14:11:59,0
802,97,Bill Payment,260.49,2026-06-13 10:15:59,0
803,364,Transfer,254.27,2026-05-04 13:28:59,0
804,117,Bill Payment,105.11,2025-10-08 16:32:59,0
805,86,Bill Payment,19.6,2026-07-04 19:59:59,0
806,466,Bill Payment,132.75,2026-05-24 19:00:59,0
807,192,Withdrawal,94.21,2025-10-11 13:26:59,0
808,266,Deposit,283.62,2026-02-17 03:40:59,1
809,120,Deposit,233.71,2025-10-05 07:09:59,0
810,415,POS Purchase,114.37,2026-03-15 20:18:59,0
811,632,Transfer,62.44,2026-06-28 08:23:59,0
812,310,Deposit,1107.46,2025-09-11 14:39:59,0
813,17,Withdrawal,152.28,2025-07-22 17:09:59,0
814,666,Withdrawal,292.41,2026-02-18 07:33:59,0
815,196,Deposit,38.87,2025-12-11 00:48:59,0
816,23,Deposit,167.18,2025-10-02 15:26:59,0
817,497,Bill Payment,7.98,2025-07-20 01:16:59,0
818,302,POS Purchase,177.03,2026-01-25 12:00:59,0
819,646,Bill Payment,832.18,2026-02-07 02:26:59,0
820,568,Transfer,122.21,2025-07-28 02:04:59,0
821,606,POS Purchase,10.94,2026-06-22 01:53:59,0
822,541,Deposit,8.86,2026-02-11 04:59:59,0
823,275,Bill Payment,123.75,2026-03-08 14:10:59,0
824,662,Transfer,44.6,2026-02-24 09:06:59,0
825,295,Withdrawal,6.91,2026-03-06 22:07:59,0
826,225,POS Purchase,353.87,2026-06-24 21:37:59,0
827,673,Bill Payment,154.36,2025-09-14 20:25:59,0
828,427,Transfer,86.36,2026-03-07 16:18:59,0
829,89,Bill Payment,576.85,2025-09-13 15:51:59,0
830,504,Deposit,31.86,2026-02-07 01:58:59,0
831,571,Deposit,781.43,2025-07-18 22:35:59,0
832,694,Withdrawal,95.21,2025-10-07 02:41:59,0
833,346,Bill Payment,549.22,2025-09-06 05:53:59,0
834,230,Bill Payment,231.92,2025-11-18 21:29:59,0
835,48,POS Purchase,439.19,2025-11-22 15:33:59,0
836,528,POS Purchase,1035.0,2026-06-16 14:24:59,0
837,449,Bill Payment,86.06,2025-09-03 14:29:59,0
838,105,POS Purchase,812.92,2025-07-31 02:45:59,0
839,121,Withdrawal,124.36,2026-01-10 16:25:59,0
840,453,POS Purchase,122.74,2026-03-22 10:34:59,0
841,663,Transfer,105.03,2025-12-27 14:46:59,0
842,450,Bill Payment,195.9,2025-07-12 18:32:59,0
843,350,Transfer,42.85,2026-03-24 15:44:59,0
844,425,Transfer,202.7,2026-05-28 07:54:59,0
845,543,Bill Payment,196.06,2025-11-02 15:30:59,0
846,420,Bill Payment,359.77,2026-03-31 08:02:59,0
847,454,Withdrawal,449.42,2025-07-15 09:30:59,0
848,72,Deposit,146.15,2025-12-29 21:04:59,0
849,169,Bill Payment,91.0,2025-08-09 23:27:59,0
850,657,Withdrawal,76.05,2026-04-29 12:19:59,0
851,677,POS Purchase,55.11,2025-12-08 00:04:59,0
852,567,Transfer,15.84,2025-12-16 21:39:59,0
853,541,POS Purchase,105.81,2025-09-23 09:04:59,0
854,211,POS Purchase,79.76,2026-05-25 06:20:59,0
855,354,Bill Payment,849.44,2025-10-18 19:44:59,0
856,343,Bill Payment,204.95,2025-09-12 03:13:59,0
857,96,POS Purchase,107.65,2026-04-17 20:12:59,0
858,651,Withdrawal,218.15,2025-07-20 11:35:59,0
859,607,Transfer,38.47,2025-11-09 20:25:59,0
860,518,Deposit,147.77,2025-08-08 21:55:59,0
861,363,Deposit,247.03,2025-08-03 06:46:59,0
862,587,Deposit,168.8,2026-02-26 20:54:59,0
863,596,POS Purchase,129.45,2026-07-10 07:21:59,0
864,610,Withdrawal,1273.76,2026-01-04 19:57:59,0
865,587,Withdrawal,531.72,2026-07-09 23:12:59,0
866,108,Transfer,245.15,2026-03-31 04:51:59,0
867,370,Bill Payment,211.63,2025-08-28 15:24:59,0
868,422,Deposit,243.33,2025-08-25 12:06:59,0
869,488,Withdrawal,57.2,2026-02-22 13:02:59,0
870,413,POS Purchase,126.69,2026-04-22 03:28:59,0
871,271,POS Purchase,11.06,2026-03-22 07:06:59,0
872,502,Bill Payment,162.35,2025-09-30 15:11:59,0
873,469,Withdrawal,196.78,2026-07-05 03:34:59,0
874,218,Bill Payment,65.61,2026-03-08 12:26:59,0
875,573,Transfer,832.26,2025-09-08 06:33:59,0
876,124,Transfer,601.48,2026-04-27 19:41:59,0
877,121,Transfer,321.16,2025-12-12 21:58:59,0
878,29,Withdrawal,191.56,2025-09-20 05:05:59,0
879,313,Transfer,511.0,2025-10-27 16:31:59,0
880,3,Deposit,36.0,2026-04-15 21:43:59,0
881,428,Bill Payment,391.77,2026-04-28 20:15:59,0
882,346,Bill Payment,34.33,2026-03-10 10:32:59,0
883,142,POS Purchase,396.23,2026-05-31 01:27:59,0
884,460,Withdrawal,81.66,2025-12-22 13:30:59,0
885,639,Bill Payment,525.08,2026-01-23 18:36:59,0
886,554,Deposit,721.79,2026-06-18 01:26:59,0
887,91,Withdrawal,41.28,2026-07-06 11:15:59,0
888,317,POS Purchase,156.29,2026-06-04 14:20:59,0
889,198,POS Purchase,991.66,2026-04-13 05:27:59,0
890,584,POS Purchase,166.13,2025-10-14 02:11:59,0
891,124,POS Purchase,498.94,2025-10-09 10:56:59,0
892,252,POS Purchase,223.13,2026-02-21 13:30:59,0
893,329,Bill Payment,118.63,2026-05-06 12:10:59,0
894,24,Transfer,85.14,2026-02-17 16:05:59,0
895,541,Transfer,57.8,2026-01-20 18:44:59,0
896,102,POS Purchase,359.66,2025-10-03 19:48:59,0
897,92,Withdrawal,123.16,2025-12-14 00:22:59,0
898,630,Transfer,179.99,2025-10-09 11:24:59,0
899,400,Deposit,170.48,2025-12-19 15:05:59,0
900,265,Bill Payment,216.26,2025-09-08 11:51:59,0
901,612,POS Purchase,502.69,2025-11-08 02:11:59,0
902,395,Deposit,988.42,2025-11-23 11:59:59,0
903,417,Deposit,131.89,2026-03-13 11:05:59,0
904,20,Transfer,440.37,2026-04-19 05:22:59,0
905,569,Withdrawal,362.54,2025-12-12 05:05:59,0
906,652,POS Purchase,214.05,2025-10-21 15:02:59,0
907,173,Withdrawal,782.16,2026-04-11 00:37:59,0
908,43,Deposit,56.93,2026-03-04 05:57:59,0
909,172,Deposit,29.93,2025-08-09 01:56:59,0
910,697,Bill Payment,481.97,2026-01-05 06:52:59,0
911,523,Transfer,145.58,2025-08-01 16:26:59,0
912,72,Transfer,470.28,2025-08-23 23:23:59,0
913,144,POS Purchase,559.94,2025-11-29 23:52:59,0
914,326,Transfer,17.12,2026-05-30 19:27:59,0
915,280,Withdrawal,538.39,2026-06-13 21:00:59,0
916,614,Transfer,149.7,2025-07-18 08:47:59,0
917,3,POS Purchase,179.56,2026-03-09 11:36:59,0
918,178,Bill Payment,247.27,2026-04-20 09:24:59,0
919,403,POS Purchase,653.22,2025-08-20 07:20:59,0
920,32,Bill Payment,5.83,2026-06-18 14:01:59,0
921,386,POS Purchase,162.97,2026-01-08 22:50:59,0
922,9,Deposit,291.97,2026-03-02 22:38:59,0
923,10,Withdrawal,321.67,2025-07-19 19:22:59,0
924,367,Withdrawal,295.85,2025-08-25 06:19:59,0
925,227,Withdrawal,37.09,2026-03-18 21:41:59,0
926,621,Withdrawal,89.95,2025-07-12 17:31:59,0
927,114,Transfer,112.07,2026-04-27 03:10:59,0
928,199,POS Purchase,408.97,2026-06-19 08:17:59,0
929,67,POS Purchase,82.7,2025-09-13 09:43:59,0
930,584,Withdrawal,60.15,2026-04-03 10:29:59,0
931,695,Deposit,790.26,2026-06-29 08:13:59,0
932,698,POS Purchase,3.23,2026-02-26 11:06:59,0
933,666,Deposit,1533.21,2025-12-22 00:33:59,0
934,281,Deposit,283.39,2026-06-23 03:08:59,0
935,530,Deposit,441.75,2025-10-31 11:56:59,0
936,546,Bill Payment,88.25,2025-12-17 11:04:59,0
937,84,POS Purchase,4.6,2025-07-22 09:53:59,0
938,434,Deposit,335.73,2025-11-13 16:49:59,0
939,65,Deposit,450.16,2025-07-24 02:06:59,0
940,607,Transfer,338.23,2025-11-14 17:45:59,0
941,349,Deposit,39.54,2025-12-27 03:29:59,0
942,75,POS Purchase,351.03,2026-05-23 01:27:59,0
943,458,POS Purchase,367.25,2025-09-10 12:42:59,0
944,387,Transfer,269.63,2026-06-29 13:29:59,0
945,453,Deposit,364.23,2025-12-11 06:19:59,0
946,105,Deposit,468.57,2026-04-21 11:57:59,0
947,412,Deposit,238.72,2026-05-21 23:53:59,0
948,676,POS Purchase,24.19,2025-07-15 01:03:59,0
949,439,POS Purchase,168.18,2026-05-22 14:00:59,0
950,692,Deposit,21.21,2026-02-27 03:00:59,0
951,111,Deposit,131.87,2025-07-16 06:24:59,0
952,199,POS Purchase,131.69,2025-09-12 07:11:59,0
